,game_id,year_id,fran_id,opp_fran,game_location,is_playoffs,pts,opp_pts,game_result,forecast,point_diff
6336,197404020NYK,1974,Knicks,Wizards,H,1,79,88,L,0.68766969,-9
6337,197404030BOS,1974,Celtics,Clippers,H,1,120,107,W,0.69248301,13
6338,197404030SAA,1974,Spurs,Pacers,H,1,115,96,W,0.59009236,19
6339,197404040SAA,1974,Spurs,Pacers,H,1,89,91,L,0.62395281,-2
6340,197404040VIR,1974,Nets,Squires,A,1,115,116,L,0.71755981,-1
6341,197404050CAP,1974,Knicks,Wizards,A,1,101,93,W,0.36931407,8
6342,197404060BUF,1974,Celtics,Clippers,A,1,102,104,L,0.43497682,-2
6343,197404060INA,1974,Spurs,Pacers,A,1,100,105,L,0.32747936,-5
6344,197404070NYK,1974,Knicks,Wizards,H,1,106,105,W,0.68104458,1
6345,197404070VIR,1974,Nets,Squires,A,1,116,88,W,0.70175421,28
6346,197404080NYA,1974,Nets,Squires,H,1,108,96,W,0.89422166,12
6347,197404090BOS,1974,Celtics,Clippers,H,1,100,97,W,0.69910127,3
6348,197404100CAP,1974,Knicks,Wizards,A,1,92,109,L,0.40954125,-17
6349,197404100SAA,1974,Spurs,Pacers,H,1,102,86,W,0.59470338,16
6350,197404120BUF,1974,Celtics,Clippers,A,1,106,104,W,0.43202388,2
6351,197404120NYK,1974,Knicks,Wizards,H,1,91,81,W,0.65790844,10
6352,197404120INA,1974,Spurs,Pacers,A,1,79,86,L,0.34450358,-7
6353,197404130NYA,1974,Nets,Colonels,H,1,119,106,W,0.64300591,13
6354,197404140BOS,1974,Celtics,Knicks,H,1,113,88,W,0.66277891,25
6355,197404140BOS,1974,Knicks,Celtics,A,1,88,113,L,0.33722109,-25
6356,197404150NYA,1974,Nets,Colonels,H,1,99,80,W,0.66408235,19
6357,197404160NYK,1974,Knicks,Celtics,H,1,99,111,L,0.58406991,-12
6358,197404160NYK,1974,Celtics,Knicks,A,1,111,99,W,0.41593009,12
6359,197404170KEN,1974,Nets,Colonels,A,1,89,87,W,0.41142941,2
6360,197404190BOS,1974,Celtics,Knicks,H,1,100,103,L,0.72631997,-3
6361,197404190BOS,1974,Knicks,Celtics,A,1,103,100,W,0.27368003,3
6362,197404200KEN,1974,Nets,Colonels,A,1,103,90,W,0.42821252,13
6363,197404210NYK,1974,Celtics,Knicks,A,1,98,91,W,0.4296124,7
6364,197404210NYK,1974,Knicks,Celtics,H,1,91,98,L,0.5703876,-7
6365,197404240BOS,1974,Knicks,Celtics,A,1,94,105,L,0.27232051,-11
6366,197404240BOS,1974,Celtics,Knicks,H,1,105,94,W,0.72767949,11
6367,197404280MIL,1974,Celtics,Bucks,A,1,98,83,W,0.22319037,15
6368,197404300MIL,1974,Celtics,Bucks,A,1,96,105,L,0.27770728,-9
6369,197404300NYA,1974,Nets,Stars,H,1,89,85,W,0.76861775,4
6370,197405030BOS,1974,Celtics,Bucks,H,1,95,83,W,0.53506386,12
6371,197405040NYA,1974,Nets,Stars,H,1,118,94,W,0.77371335,24
6372,197405050BOS,1974,Celtics,Bucks,H,1,89,97,L,0.56529325,-8
6373,197405060UTS,1974,Nets,Stars,A,1,103,100,W,0.54015779,3
6374,197405070MIL,1974,Celtics,Bucks,A,1,96,87,W,0.26673019,9
6375,197405080UTS,1974,Nets,Stars,A,1,89,97,L,0.55450183,-8
6376,197405100BOS,1974,Celtics,Bucks,H,1,101,102,L,0.58206081,-1
6377,197405100NYA,1974,Nets,Stars,H,1,111,100,W,0.77740526,11
6378,197405120MIL,1974,Celtics,Bucks,A,1,102,87,W,0.29383314,15
6379,197410170NYK,1975,Knicks,Jazz,H,0,89,74,W,0.85591859,15
6380,197410170PHO,1975,Thunder,Suns,A,0,97,114,L,0.38355291,-17
6381,197410180BOS,1975,Celtics,Clippers,H,0,119,126,L,0.77237684,-7
6382,197410180SEA,1975,Thunder,Pistons,H,0,95,100,L,0.47869846,-5
6383,197410180INA,1975,Spurs,Pacers,A,0,129,121,W,0.35181969,8
6384,197410180NYA,1975,Nets,Stars,H,0,105,89,W,0.75360441,16
6385,197410190BUF,1975,Celtics,Clippers,A,0,113,95,W,0.47259504,18
6386,197410190NYK,1975,Knicks,Sixers,H,0,86,99,L,0.80313849,-13
6387,197410190DNA,1975,Nets,Nuggets,A,0,103,111,L,0.64375091,-8
6388,197410190SAA,1975,Spurs,Sounds,H,0,114,94,W,0.83007443,20
6389,197410200SEA,1975,Thunder,Cavaliers,H,0,100,93,W,0.67259324,7
6390,197410200SDA,1975,Nets,Sails,A,0,110,116,L,0.58759964,-6
6391,197410220NYK,1975,Knicks,Rockets,H,0,110,100,W,0.6630137,10
6392,197410230BOS,1975,Celtics,Cavaliers,H,0,107,108,L,0.85617238,-1
6393,197410230SEA,1975,Thunder,Trailblazers,H,0,107,97,W,0.71835905,10
6394,197410230NYA,1975,Nets,Sounds,H,0,104,96,W,0.8817727,8
6395,197410230SAA,1975,Spurs,Sails,H,0,121,119,W,0.73587757,2
6396,197410240BUF,1975,Knicks,Clippers,A,0,91,111,L,0.35119998,-20
6397,197410240KEN,1975,Spurs,Colonels,A,0,103,113,L,0.32469964,-10
6398,197410250BOS,1975,Celtics,Hawks,H,0,116,109,W,0.83226287,7
6399,197410250SEA,1975,Thunder,Suns,H,0,106,97,W,0.63417602,9
6400,197410250NYA,1975,Spurs,Nets,A,0,93,113,L,0.27963787,-20
6401,197410250NYA,1975,Nets,Spurs,H,0,113,93,W,0.72036213,20
6402,197410260NYK,1975,Knicks,Celtics,H,0,97,86,W,0.47029757,11
6403,197410260NYK,1975,Celtics,Knicks,A,0,86,97,L,0.52970243,-11
6404,197410260MMS,1975,Nets,Sounds,A,0,104,91,W,0.70484126,13
6405,197410260SAA,1975,Spurs,Stars,H,0,101,68,W,0.68947762,33
6406,197410270POR,1975,Thunder,Trailblazers,A,0,94,120,L,0.47707295,-26
6407,197410270SSL,1975,Nets,Spirits,A,0,109,91,W,0.58810413,18
6408,197410290CLE,1975,Celtics,Cavaliers,A,0,107,92,W,0.5766741,15
6409,197410290DNA,1975,Nets,Nuggets,A,0,115,126,L,0.58230102,-11
6410,197410300BOS,1975,Celtics,Bulls,H,0,104,105,L,0.7727828,-1
6411,197410300SEA,1975,Thunder,Lakers,H,0,117,97,W,0.5248403,20
6412,197410300WSB,1975,Knicks,Wizards,A,0,86,94,L,0.26717699,-8
6413,197410300SAA,1975,Spurs,Spirits,H,0,135,98,W,0.76590425,37
6414,197410300UTS,1975,Nets,Stars,A,0,95,91,W,0.52983963,4
6415,197410310NYK,1975,Knicks,Hawks,H,0,93,90,W,0.70549673,3
6416,197411010BOS,1975,Celtics,Sixers,H,0,114,98,W,0.86391211,16
6417,197411010SEA,1975,Thunder,Warriors,H,0,88,99,L,0.54391187,-11
6418,197411010NYA,1975,Nets,Pacers,H,0,97,99,L,0.78193712,-2
6419,197411010UTS,1975,Spurs,Stars,A,0,88,97,L,0.44898623,-9
6420,197411020ATL,1975,Celtics,Hawks,A,0,126,125,W,0.58876389,1
6421,197411020NYK,1975,Knicks,Bulls,H,0,90,95,L,0.63465065,-5
6422,197411020VIR,1975,Spurs,Squires,A,0,109,92,W,0.60241866,17
6423,197411030SEA,1975,Thunder,Bucks,H,0,101,89,W,0.49317184,12
6424,197411030NYA,1975,Spurs,Nets,A,0,109,120,L,0.28906763,-11
6425,197411030NYA,1975,Nets,Spurs,H,0,120,109,W,0.71093237,11
6426,197411050HOU,1975,Knicks,Rockets,A,0,106,93,W,0.34374279,13
6427,197411060BOS,1975,Celtics,Trailblazers,H,0,128,110,W,0.865547,18
6428,197411060SAA,1975,Spurs,Squires,H,0,111,106,W,0.84037817,5
6429,197411060SSL,1975,Nets,Spirits,A,0,126,100,W,0.60985869,26
6430,197411070GSW,1975,Thunder,Warriors,A,0,104,93,W,0.24314582,11
6431,197411080BOS,1975,Celtics,Pistons,H,0,104,105,L,0.71596736,-1
6432,197411080LAL,1975,Knicks,Lakers,A,0,117,105,W,0.3818832,12
6433,197411080MMS,1975,Nets,Sounds,A,0,104,102,W,0.74468791,2
6434,197411090GSW,1975,Knicks,Warriors,A,0,93,97,L,0.35413259,-4
6435,197411090KEN,1975,Nets,Colonels,A,0,97,103,L,0.411304,-6
6436,197411090SAA,1975,Spurs,Pacers,H,0,131,118,W,0.69054508,13
6437,197411100KCO,1975,Celtics,Kings,A,0,102,99,W,0.52470219,3
6438,197411100SEA,1975,Thunder,Sixers,H,0,109,95,W,0.73065799,14
6439,197411100MMS,1975,Spurs,Sounds,A,0,89,91,L,0.65921944,-2
6440,197411120MIL,1975,Celtics,Bucks,A,0,91,83,W,0.49890238,8
6441,197411120POR,1975,Knicks,Trailblazers,A,0,103,105,L,0.55892885,-2
6442,197411120VIR,1975,Spurs,Squires,A,0,109,92,W,0.64426804,17
6443,197411130SEA,1975,Thunder,Lakers,H,0,108,103,W,0.64865017,5
6444,197411130KEN,1975,Nets,Colonels,A,0,129,132,L,0.39452398,-3
6445,197411140BOS,1975,Celtics,Clippers,H,0,100,112,L,0.71977389,-12
6446,197411140NYK,1975,Knicks,Cavaliers,H,0,94,89,W,0.70384687,5
6447,197411140MMS,1975,Nets,Sounds,A,0,108,101,W,0.74659264,7
6448,197411140SAA,1975,Spurs,Colonels,H,0,102,100,W,0.57774508,2
6449,197411150BOS,1975,Celtics,Kings,H,0,109,110,L,0.79663849,-1
6450,197411150DET,1975,Thunder,Pistons,A,0,103,117,L,0.28287333,-14
6451,197411150UTS,1975,Nets,Stars,A,0,98,109,L,0.57098651,-11
6452,197411160NYK,1975,Thunder,Knicks,A,0,94,104,L,0.3049823,-10
6453,197411160NYK,1975,Knicks,Thunder,H,0,104,94,W,0.6950177,10
6454,197411160WSB,1975,Celtics,Wizards,A,0,124,109,W,0.37370723,15
6455,197411160SAA,1975,Spurs,Pacers,H,0,112,109,W,0.71866035,3
6456,197411170SDA,1975,Nets,Sails,A,0,126,109,W,0.6658051,17
6457,197411190ATL,1975,Thunder,Hawks,A,0,113,122,L,0.40826762,-9
6458,197411190NYK,1975,Knicks,Wizards,H,0,86,85,W,0.5854395,1
6459,197411200BOS,1975,Celtics,Warriors,H,0,115,120,L,0.73561543,-5
6460,197411200NOJ,1975,Thunder,Jazz,A,0,99,95,W,0.67280722,4
6461,197411200PHI,1975,Knicks,Sixers,A,0,105,95,W,0.54251373,10
6462,197411200MMS,1975,Spurs,Sounds,A,0,102,96,W,0.69262201,6
6463,197411200NYA,1975,Nets,Spirits,H,0,109,104,W,0.83836693,5
6464,197411210ATL,1975,Knicks,Hawks,A,0,101,95,W,0.49264807,6
6465,197411210SAA,1975,Spurs,Nets,H,0,116,110,W,0.56690037,6
6466,197411210SAA,1975,Nets,Spurs,A,0,110,116,L,0.43309963,-6
6467,197411220BOS,1975,Celtics,Suns,H,0,95,94,W,0.80449623,1
6468,197411220SEA,1975,Thunder,Bulls,H,0,89,93,L,0.55936295,-4
6469,197411230NYK,1975,Knicks,Bucks,H,0,72,90,L,0.68482518,-18
6470,197411230PHI,1975,Celtics,Sixers,A,0,96,98,L,0.65724123,-2
6471,197411230POR,1975,Thunder,Trailblazers,A,0,117,110,W,0.43963277,7
6472,197411230INA,1975,Nets,Pacers,A,0,95,104,L,0.53781319,-9
6473,197411230SAA,1975,Spurs,Spirits,H,0,127,114,W,0.79889917,13
6474,197411240SEA,1975,Thunder,Rockets,H,0,109,124,L,0.5821104,-15
6475,197411240NYA,1975,Nets,Nuggets,H,0,99,90,W,0.68462795,9
6476,197411260CLE,1975,Thunder,Cavaliers,A,0,94,102,L,0.32502037,-8
6477,197411260NYK,1975,Knicks,Pistons,H,0,88,99,L,0.66712576,-11
6478,197411270BOS,1975,Celtics,Thunder,H,0,104,99,W,0.80521375,5
6479,197411270BOS,1975,Thunder,Celtics,A,0,99,104,L,0.19478625,-5
6480,197411270NYA,1975,Nets,Squires,H,0,109,100,W,0.91409886,9
6481,197411270SAA,1975,Spurs,Nuggets,H,0,106,112,L,0.64790559,-6
6482,197411290BOS,1975,Celtics,Knicks,H,0,86,96,L,0.74965662,-10
6483,197411290BOS,1975,Knicks,Celtics,A,0,96,86,W,0.25034338,10
6484,197411290PHI,1975,Thunder,Sixers,A,0,121,119,W,0.43989313,2
6485,197411290DNA,1975,Spurs,Nuggets,A,0,124,139,L,0.339059,-15
6486,197411290NYA,1975,Nets,Colonels,H,0,107,98,W,0.67188162,9
6487,197411300NYK,1975,Knicks,Clippers,H,0,118,111,W,0.54367077,7
6488,197411300WSB,1975,Thunder,Wizards,A,0,90,122,L,0.22867817,-32
6489,197411300SAA,1975,Spurs,Stars,H,0,103,110,L,0.7350446,-7
6490,197412020KCO,1975,Thunder,Kings,A,0,110,106,W,0.29167885,4
6491,197412030NYK,1975,Knicks,Lakers,H,0,100,95,W,0.7438069,5
6492,197412040BOS,1975,Celtics,Lakers,H,0,101,90,W,0.79422301,11
6493,197412040MIL,1975,Thunder,Bucks,A,0,112,103,W,0.24389738,9
6494,197412040SAA,1975,Spurs,Sounds,H,0,122,108,W,0.85378355,14
6495,197412060HOU,1975,Celtics,Rockets,A,0,120,114,W,0.51822591,6
6496,197412060PHI,1975,Knicks,Sixers,A,0,96,88,W,0.57005227,8
6497,197412060SEA,1975,Thunder,Jazz,H,0,121,108,W,0.87758201,13
6498,197412060NYA,1975,Nets,Sails,H,0,113,92,W,0.86076611,21
6499,197412060SAA,1975,Spurs,Squires,H,0,114,95,W,0.89093816,19
6500,197412070GSW,1975,Thunder,Warriors,A,0,96,132,L,0.26193392,-36
6501,197412070NYK,1975,Knicks,Trailblazers,H,0,120,112,W,0.79307789,8
6502,197412070UTS,1975,Spurs,Stars,A,0,107,111,L,0.47026044,-4
6503,197412070VIR,1975,Nets,Squires,A,0,103,86,W,0.79932982,17
6504,197412080NOJ,1975,Celtics,Jazz,A,0,111,101,W,0.82063806,10
6505,197412080SEA,1975,Thunder,Hawks,H,0,95,102,L,0.66025347,-7
6506,197412080SDA,1975,Spurs,Sails,A,0,92,104,L,0.57567286,-12
6507,197412100CHI,1975,Celtics,Bulls,A,0,107,89,W,0.46026164,18
6508,197412100NYK,1975,Knicks,Kings,H,0,106,102,W,0.72707653,4
6509,197412110SEA,1975,Thunder,Cavaliers,H,0,95,97,L,0.59231997,-2
6510,197412110NYA,1975,Nets,Spirits,H,0,117,96,W,0.85099941,21
6511,197412120SAA,1975,Spurs,Sails,H,0,117,98,W,0.79057461,19
6512,197412130BOS,1975,Celtics,Wizards,H,0,89,108,L,0.67455155,-19
6513,197412130BUF,1975,Knicks,Clippers,A,0,104,108,L,0.32912469,-4
6514,197412130LAL,1975,Thunder,Lakers,A,0,93,109,L,0.34977007,-16
6515,197412130MMS,1975,Spurs,Sounds,A,0,118,94,W,0.62634981,24
6516,197412130NYA,1975,Nets,Stars,H,0,100,85,W,0.81182659,15
6517,197412140ATL,1975,Celtics,Hawks,A,0,92,90,W,0.5551796,2
6518,197412140NYK,1975,Knicks,Clippers,H,0,102,118,L,0.59761417,-16
6519,197412140KEN,1975,Nets,Colonels,A,0,98,89,W,0.46332496,9
6520,197412140SAA,1975,Spurs,Pacers,H,0,105,110,L,0.6796366,-5
6521,197412170BOS,1975,Celtics,Sixers,H,0,109,113,L,0.84387589,-4
6522,197412170CHI,1975,Thunder,Bulls,A,0,84,87,L,0.26882309,-3
6523,197412170NYK,1975,Knicks,Warriors,H,0,108,126,L,0.60530633,-18
6524,197412170KEN,1975,Spurs,Colonels,A,0,98,121,L,0.34689647,-23
6525,197412180DET,1975,Thunder,Pistons,A,0,100,97,W,0.24343336,3
6526,197412180PHI,1975,Celtics,Sixers,A,0,131,99,W,0.59279418,32
6527,197412180INA,1975,Spurs,Pacers,A,0,122,128,L,0.35697848,-6
6528,197412190KCO,1975,Knicks,Kings,A,0,117,113,W,0.40132678,4
6529,197412190UTS,1975,Spurs,Stars,A,0,100,105,L,0.46094954,-5
6530,197412200BOS,1975,Celtics,Jazz,H,0,110,106,W,0.9372164,4
6531,197412200NYA,1975,Nets,Spirits,H,0,126,102,W,0.86920339,24
6532,197412210NYK,1975,Knicks,Celtics,H,0,91,109,L,0.53089088,-18
6533,197412210NYK,1975,Celtics,Knicks,A,0,109,91,W,0.46910912,18
6534,197412210DNA,1975,Spurs,Nuggets,A,0,104,119,L,0.24420971,-15
6535,197412210INA,1975,Nets,Pacers,A,0,134,122,W,0.51978612,12
6536,197412220SEA,1975,Thunder,Pistons,H,0,108,90,W,0.54310554,18
6537,197412220NYA,1975,Nets,Stars,H,0,77,83,L,0.85592449,-6
6538,197412220SDA,1975,Spurs,Sails,A,0,124,104,W,0.50285673,20
6539,197412250NYK,1975,Knicks,Sixers,H,0,97,104,L,0.7622686,-7
6540,197412250PHO,1975,Celtics,Suns,A,0,96,110,L,0.59861112,-14
6541,197412260DET,1975,Knicks,Pistons,A,0,83,84,L,0.34250015,-1
6542,197412260SSL,1975,Spurs,Spirits,A,0,118,119,L,0.53279358,-1
6543,197412260VIR,1975,Nets,Squires,A,0,130,85,W,0.79336911,45
6544,197412270SEA,1975,Thunder,Kings,H,0,98,108,L,0.5945611,-10
6545,197412270NYA,1975,Nets,Spurs,H,0,103,108,L,0.78992909,-5
6546,197412270NYA,1975,Spurs,Nets,A,0,108,103,W,0.21007091,5
6547,197412280GSW,1975,Celtics,Warriors,A,0,115,105,W,0.39857459,10
6548,197412280NYK,1975,Knicks,Jazz,H,0,101,94,W,0.8896836,7
6549,197412280MMS,1975,Nets,Sounds,A,0,100,98,W,0.79920268,2
6550,197412290MIL,1975,Knicks,Bucks,A,0,89,115,L,0.32425743,-26
6551,197412290SEA,1975,Celtics,Thunder,A,0,121,101,W,0.59411335,20
6552,197412290SEA,1975,Thunder,Celtics,H,0,101,121,L,0.40588668,-20
6553,197412290DNA,1975,Spurs,Nuggets,A,0,121,124,L,0.24743658,-3
6554,197412300NYA,1975,Nets,Sounds,H,0,128,119,W,0.92830324,9
6555,197412300UTS,1975,Spurs,Stars,A,0,104,105,L,0.42694515,-1
6556,197412310SAA,1975,Spurs,Pacers,H,0,140,105,W,0.66338521,35
6557,197501010POR,1975,Celtics,Trailblazers,A,0,108,94,W,0.65597433,14
6558,197501010SEA,1975,Thunder,Wizards,H,0,123,118,W,0.40059307,5
6559,197501020NYK,1975,Knicks,Suns,H,0,117,113,W,0.67562199,4
6560,197501020SAA,1975,Spurs,Sails,H,0,122,104,W,0.79433006,18
6561,197501030LAL,1975,Celtics,Lakers,A,0,127,106,W,0.60298944,21
6562,197501030POR,1975,Thunder,Trailblazers,A,0,98,93,W,0.41133904,5
6563,197501030NYA,1975,Nets,Spirits,H,0,130,113,W,0.87585634,17
6564,197501040NYK,1975,Knicks,Cavaliers,H,0,103,102,W,0.62498188,1
6565,197501040SEA,1975,Thunder,Jazz,H,0,111,89,W,0.86984181,22
6566,197501040KEN,1975,Spurs,Colonels,A,0,111,125,L,0.30471438,-14
6567,197501040VIR,1975,Nets,Squires,A,0,112,92,W,0.81489015,20
6568,197501050NYA,1975,Nets,Squires,H,0,100,95,W,0.93651068,5
6569,197501050SDA,1975,Spurs,Sails,A,0,134,116,W,0.54305166,18
6570,197501060UTS,1975,Spurs,Stars,A,0,113,92,W,0.48029476,21
6571,197501070POR,1975,Knicks,Trailblazers,A,0,92,106,L,0.4767862,-14
6572,197501080BOS,1975,Celtics,Hawks,H,0,104,96,W,0.85038567,8
6573,197501080SEA,1975,Thunder,Knicks,H,0,102,113,L,0.61907458,-11
6574,197501080SEA,1975,Knicks,Thunder,A,0,113,102,W,0.38092542,11
6575,197501080DNA,1975,Spurs,Nuggets,A,0,128,130,L,0.27984768,-2
6576,197501080NYA,1975,Nets,Pacers,H,0,119,127,L,0.82513225,-8
6577,197501090BUF,1975,Celtics,Clippers,A,0,108,100,W,0.50099975,8
6578,197501090GSW,1975,Knicks,Warriors,A,0,96,132,L,0.25421399,-36
6579,197501100BOS,1975,Celtics,Lakers,H,0,103,97,W,0.8449536,6
6580,197501100SEA,1975,Thunder,Warriors,H,0,94,119,L,0.43857548,-25
6581,197501100NYA,1975,Nets,Sails,H,0,112,98,W,0.86508691,14
6582,197501110PHO,1975,Knicks,Suns,A,0,107,113,L,0.44271278,-6
6583,197501110SAA,1975,Spurs,Nuggets,H,0,130,108,W,0.54213136,22
6584,197501120BUF,1975,Celtics,Clippers,A,0,101,114,L,0.52496433,-13
6585,197501120SEA,1975,Thunder,Bulls,H,0,123,127,L,0.46836367,-4
6586,197501150INA,1975,Nets,Pacers,A,0,106,111,L,0.53862882,-5
6587,197501150SAA,1975,Spurs,Stars,H,0,96,91,W,0.80790949,5
6588,197501160HOU,1975,Thunder,Rockets,A,0,127,125,W,0.24668455,2
6589,197501170BOS,1975,Celtics,Pistons,H,0,96,90,W,0.74964792,6
6590,197501170KCO,1975,Knicks,Kings,A,0,90,107,L,0.36941099,-17
6591,197501170NOJ,1975,Thunder,Jazz,A,0,109,113,L,0.64565682,-4
6592,197501170NYA,1975,Nets,Colonels,H,0,108,93,W,0.6734947,15
6593,197501170SSL,1975,Spurs,Spirits,A,0,139,120,W,0.62447023,19
6594,197501180BOS,1975,Celtics,Rockets,H,0,123,101,W,0.83027428,22
6595,197501180CHI,1975,Knicks,Bulls,A,0,104,91,W,0.26826364,13
6596,197501180SAA,1975,Spurs,Sails,H,0,125,110,W,0.8230806,15
6597,197501180VIR,1975,Nets,Squires,A,0,92,91,W,0.8300215,1
6598,197501190ATL,1975,Thunder,Hawks,A,0,109,117,L,0.32752055,-8
6599,197501190BOS,1975,Celtics,Sixers,H,0,102,100,W,0.87479883,2
6600,197501190MMS,1975,Spurs,Sounds,A,0,94,101,L,0.7758503,-7
6601,197501190NYA,1975,Nets,Squires,H,0,113,91,W,0.93991536,22
6602,197501210BUF,1975,Thunder,Clippers,A,0,108,118,L,0.18091083,-10
6603,197501210HOU,1975,Celtics,Rockets,A,0,113,102,W,0.62194812,11
6604,197501210NYK,1975,Knicks,Bulls,H,0,94,97,L,0.59573931,-3
6605,197501210SAA,1975,Spurs,Pacers,H,0,110,91,W,0.71950126,19
6606,197501220NOJ,1975,Celtics,Jazz,A,0,110,102,W,0.87554538,8
6607,197501230CLE,1975,Knicks,Cavaliers,A,0,100,89,W,0.35645521,11
6608,197501230SAA,1975,Spurs,Nuggets,H,0,117,127,L,0.62357432,-10
6609,197501240BOS,1975,Celtics,Kings,H,0,96,87,W,0.85745662,9
6610,197501240BUF,1975,Knicks,Clippers,A,0,99,105,L,0.24949795,-6
6611,197501240CHI,1975,Thunder,Bulls,A,0,81,86,L,0.23141253,-5
6612,197501240INA,1975,Spurs,Pacers,A,0,105,114,L,0.4355247,-9
6613,197501240NYA,1975,Nets,Colonels,H,0,112,110,W,0.67965221,2
6614,197501250NYK,1975,Knicks,Kings,H,0,103,112,L,0.68183607,-9
6615,197501250SAA,1975,Spurs,Spirits,H,0,115,104,W,0.83791256,11
6616,197501260BOS,1975,Celtics,Clippers,H,0,107,93,W,0.74443454,14
6617,197501260CLE,1975,Thunder,Cavaliers,A,0,96,93,W,0.29629254,3
6618,197501260NYA,1975,Nets,Pacers,H,0,115,111,W,0.76232177,4
6619,197501260SSL,1975,Spurs,Spirits,A,0,106,117,L,0.62830299,-11
6620,197501280NYK,1975,Knicks,Hawks,H,0,115,111,W,0.65246755,4
6621,197501290PHI,1975,Knicks,Sixers,A,0,92,98,L,0.42468661,-6
6622,197501290PHO,1975,Thunder,Suns,A,0,99,85,W,0.33008862,14
6623,197501300ATL,1975,Knicks,Hawks,A,0,117,115,W,0.37492818,2
6624,197501300UTS,1975,Spurs,Stars,A,0,118,102,W,0.53063309,16
6625,197501310BOS,1975,Celtics,Cavaliers,H,0,121,99,W,0.87688679,22
6626,197501310SEA,1975,Thunder,Trailblazers,H,0,106,103,W,0.60134035,3
6627,197501310NYA,1975,Nets,Nuggets,H,0,114,101,W,0.66215527,13
6628,197501310SDA,1975,Spurs,Sails,A,0,125,112,W,0.58849609,13
6629,197502010NYK,1975,Knicks,Rockets,H,0,93,95,L,0.62134403,-2
6630,197502010POR,1975,Thunder,Trailblazers,A,0,93,91,W,0.33365649,2
6631,197502020BOS,1975,Celtics,Bucks,H,0,120,102,W,0.78343511,18
6632,197502020LAL,1975,Thunder,Lakers,A,0,119,112,W,0.38358796,7
6633,197502020NOJ,1975,Knicks,Jazz,A,0,114,118,L,0.70776248,-4
6634,197502020INA,1975,Spurs,Pacers,A,0,119,100,W,0.4236657,19
6635,197502020NYA,1975,Nets,Sails,H,0,126,90,W,0.88123316,36
6636,197502030DET,1975,Celtics,Pistons,A,0,114,100,W,0.56511939,14
6637,197502030UTS,1975,Nets,Stars,A,0,106,111,L,0.68244249,-5
6638,197502040NYK,1975,Knicks,Lakers,H,0,109,94,W,0.68967301,15
6639,197502050MIL,1975,Celtics,Bucks,A,0,92,90,W,0.56489986,2
6640,197502050SEA,1975,Thunder,Suns,H,0,102,107,L,0.67612273,-5
6641,197502050SAA,1975,Spurs,Sounds,H,0,143,119,W,0.89911115,24
6642,197502050SDA,1975,Nets,Sails,A,0,108,104,W,0.7167151,4
6643,197502060PHO,1975,Thunder,Suns,A,0,105,112,L,0.36880976,-7
6644,197502060SSL,1975,Nets,Spirits,A,0,113,92,W,0.73548979,21
6645,197502070BOS,1975,Celtics,Sixers,H,0,95,98,L,0.88795364,-3
6646,197502070SEA,1975,Thunder,Wizards,H,0,76,99,L,0.40396422,-23
6647,197502070NYA,1975,Nets,Sounds,H,0,114,110,W,0.92330378,4
6648,197502070SAA,1975,Spurs,Nuggets,H,0,101,96,W,0.64491504,5
6649,197502080NYK,1975,Knicks,Celtics,H,0,102,128,L,0.33501974,-26
6650,197502080NYK,1975,Celtics,Knicks,A,0,128,102,W,0.66498029,26
6651,197502080DNA,1975,Spurs,Nuggets,A,0,120,115,W,0.37721193,5
6652,197502090BOS,1975,Celtics,Knicks,H,0,105,88,W,0.87822562,17
6653,197502090BOS,1975,Knicks,Celtics,A,0,88,105,L,0.12177438,-17
6654,197502090SEA,1975,Thunder,Clippers,H,0,93,99,L,0.44167528,-6
6655,197502090NYA,1975,Nets,Squires,H,0,117,90,W,0.93902552,27
6656,197502090SDA,1975,Spurs,Sails,A,0,126,123,W,0.6976788,3
6657,197502110CHI,1975,Knicks,Bulls,A,0,84,101,L,0.2268883,-17
6658,197502120KCO,1975,Celtics,Kings,A,0,102,103,L,0.6324327,-1
6659,197502120SEA,1975,Thunder,Rockets,H,0,104,103,W,0.50891006,1
6660,197502120SAA,1975,Spurs,Colonels,H,0,100,112,L,0.63787746,-12
6661,197502140PHO,1975,Celtics,Suns,A,0,112,106,W,0.68824595,6
6662,197502140POR,1975,Thunder,Trailblazers,A,0,88,90,L,0.34915215,-2
6663,197502140SDA,1975,Nets,Sails,A,0,166,176,L,0.74695599,-10
6664,197502150NYK,1975,Knicks,Wizards,H,0,106,108,L,0.39532879,-2
6665,197502150POR,1975,Celtics,Trailblazers,A,0,102,100,W,0.71620691,2
6666,197502160SEA,1975,Thunder,Lakers,H,0,109,87,W,0.64829344,22
6667,197502160WSB,1975,Knicks,Wizards,A,0,104,125,L,0.16550988,-21
6668,197502160DNA,1975,Nets,Nuggets,A,0,115,117,L,0.40714765,-2
6669,197502160SAA,1975,Spurs,Spirits,H,0,99,101,L,0.8831625,-2
6670,197502170NYA,1975,Nets,Squires,H,0,120,104,W,0.92942601,16
6671,197502180NYK,1975,Knicks,Warriors,H,0,99,98,W,0.52780813,1
6672,197502190DET,1975,Knicks,Pistons,A,0,109,94,W,0.32158232,15
6673,197502190SEA,1975,Thunder,Celtics,H,0,121,95,W,0.27743164,26
6674,197502190SEA,1975,Celtics,Thunder,A,0,95,121,L,0.72256839,-26
