,game_id,year_id,fran_id,opp_fran,game_location,is_playoffs,pts,opp_pts,game_result,forecast,point_diff
0,194611010TRH,1947,Knicks,Huskies,A,0,68,66,W,0.35993499,2
1,194611020CHS,1947,Knicks,Stags,A,0,47,63,L,0.36889875,-16
2,194611020PRO,1947,Celtics,Steamrollers,A,0,53,59,L,0.35993499,-6
3,194611050BOS,1947,Celtics,Stags,H,0,55,57,L,0.62020409,-2
4,194611070STB,1947,Knicks,Bombers,A,0,68,63,W,0.33928972,5
5,194611090DTF,1947,Celtics,Falcons,A,0,46,69,L,0.38681835,-23
6,194611110NYK,1947,Knicks,Stags,H,0,68,78,L,0.62947917,-10
7,194611130CHS,1947,Celtics,Stags,A,0,61,71,L,0.29173952,-10
8,194611140STB,1947,Celtics,Bombers,A,0,62,64,L,0.3138904,-2
9,194611160BOS,1947,Celtics,Huskies,H,0,53,49,W,0.60270238,4
10,194611160NYK,1947,Knicks,Ironmen,H,0,64,62,W,0.66055697,2
11,194611180NYK,1947,Knicks,Falcons,H,0,61,57,W,0.64575911,4
12,194611200NYK,1947,Knicks,Stags,H,0,72,69,W,0.60262144,3
13,194611210BOS,1947,Celtics,Bombers,H,0,53,65,L,0.57506841,-12
14,194611220TRH,1947,Celtics,Huskies,A,0,82,83,L,0.33348578,-1
15,194611230DTF,1947,Celtics,Falcons,A,0,46,54,L,0.32552594,-8
16,194611230NYK,1947,Knicks,Rebels,H,0,82,76,W,0.62753516,6
17,194611250BOS,1947,Celtics,Steamrollers,H,0,59,71,L,0.618788,-12
18,194611250PIT,1947,Knicks,Ironmen,A,0,62,46,W,0.39647746,16
19,194611260GSW,1947,Celtics,Warriors,A,0,54,66,L,0.28463364,-12
20,194611270NYK,1947,Knicks,Bombers,H,0,67,60,W,0.62086874,7
21,194611280BOS,1947,Celtics,Ironmen,H,0,59,55,W,0.58570379,4
22,194611280PRO,1947,Knicks,Steamrollers,A,0,60,58,W,0.43209857,2
23,194611300NYK,1947,Knicks,Warriors,H,0,64,60,W,0.70957392,4
24,194612010CHS,1947,Celtics,Stags,A,0,56,66,L,0.27860653,-10
25,194612020PIT,1947,Celtics,Ironmen,A,0,46,44,W,0.31987137,2
26,194612040NYK,1947,Knicks,Falcons,H,0,70,57,W,0.66097057,13
27,194612050BOS,1947,Celtics,Falcons,H,0,61,65,L,0.52403867,-4
28,194612050GSW,1947,Knicks,Warriors,A,0,51,62,L,0.44726545,-11
29,194612070BOS,1947,Celtics,Knicks,H,0,65,90,L,0.48328897,-25
30,194612070BOS,1947,Knicks,Celtics,A,0,90,65,W,0.516711,25
31,194612080NYK,1947,Celtics,Knicks,A,0,44,62,L,0.19316971,-18
32,194612080NYK,1947,Knicks,Celtics,H,0,62,44,W,0.80683029,18
33,194612110NYK,1947,Knicks,Steamrollers,H,0,83,68,W,0.76815975,15
34,194612120BOS,1947,Celtics,Falcons,H,0,73,66,W,0.47570527,7
35,194612140BOS,1947,Celtics,Warriors,H,0,77,65,W,0.51087546,12
36,194612150CLR,1947,Knicks,Rebels,A,0,52,70,L,0.46016461,-18
37,194612180NYK,1947,Knicks,Rebels,H,0,53,56,L,0.68877327,-3
38,194612190BOS,1947,Celtics,Bombers,H,0,74,76,L,0.52357405,-2
39,194612200TRH,1947,Knicks,Huskies,A,0,70,74,L,0.51550663,-4
40,194612210PRO,1947,Knicks,Steamrollers,A,0,61,63,L,0.46005797,-2
41,194612220STB,1947,Celtics,Bombers,A,0,53,65,L,0.24676281,-12
42,194612230PIT,1947,Celtics,Ironmen,A,0,54,64,L,0.33450115,-10
43,194612270BOS,1947,Celtics,Warriors,H,0,60,63,L,0.4977932,-3
44,194612280PRO,1947,Celtics,Steamrollers,A,0,68,80,L,0.28593284,-12
45,194612280WSC,1947,Knicks,Capitols,A,0,49,70,L,0.24124289,-21
46,194612300BOS,1947,Celtics,Capitols,H,0,60,70,L,0.30391434,-10
47,194701030TRH,1947,Celtics,Huskies,A,0,58,53,W,0.28170633,5
48,194701040DTF,1947,Knicks,Falcons,A,0,62,50,W,0.41622138,12
49,194701050STB,1947,Knicks,Bombers,A,0,59,57,W,0.32801723,2
50,194701060BOS,1947,Celtics,Rebels,H,0,53,64,L,0.51673841,-11
51,194701080NYK,1947,Knicks,Huskies,H,0,63,76,L,0.75629228,-13
52,194701100BOS,1947,Knicks,Celtics,A,0,62,66,L,0.55132949,-4
53,194701100BOS,1947,Celtics,Knicks,H,0,66,62,W,0.44867054,4
54,194701110PRO,1947,Celtics,Steamrollers,A,0,73,72,W,0.26190996,1
55,194701130PIT,1947,Knicks,Ironmen,A,0,53,50,W,0.51282293,3
56,194701150NYK,1947,Knicks,Capitols,H,0,63,65,L,0.46855369,-2
57,194701160BOS,1947,Celtics,Capitols,H,0,47,38,W,0.30119461,9
58,194701180NYK,1947,Knicks,Celtics,H,0,45,58,L,0.75976527,-13
59,194701180NYK,1947,Celtics,Knicks,A,0,58,45,W,0.24023473,13
60,194701190CLR,1947,Knicks,Rebels,A,0,72,79,L,0.37115139,-7
61,194701200BOS,1947,Celtics,Stags,H,0,54,81,L,0.50988382,-27
62,194701210GSW,1947,Celtics,Warriors,A,0,43,59,L,0.23622274,-16
63,194701220NYK,1947,Knicks,Stags,H,0,74,64,W,0.55157071,10
64,194701230BOS,1947,Celtics,Ironmen,H,0,48,43,W,0.63229746,5
65,194701250NYK,1947,Knicks,Celtics,H,0,46,52,L,0.73876226,-6
66,194701250NYK,1947,Celtics,Knicks,A,0,52,46,W,0.26123774,6
67,194701270BOS,1947,Celtics,Capitols,H,0,57,80,L,0.34449345,-23
68,194701290NYK,1947,Knicks,Ironmen,H,0,64,60,W,0.722431,4
69,194701290WSC,1947,Celtics,Capitols,A,0,57,69,L,0.12717342,-12
70,194701300BOS,1947,Celtics,Ironmen,H,0,66,51,W,0.6422224,15
71,194701300GSW,1947,Knicks,Warriors,A,0,58,65,L,0.30124444,-7
72,194702010NYK,1947,Knicks,Warriors,H,0,63,71,L,0.56406307,-8
73,194702020DTF,1947,Knicks,Falcons,A,0,63,65,L,0.41854697,-2
74,194702030BOS,1947,Celtics,Warriors,H,0,55,61,L,0.46672928,-6
75,194702050NYK,1947,Knicks,Bombers,H,0,46,71,L,0.54271287,-25
76,194702060BOS,1947,Celtics,Knicks,H,0,49,48,W,0.60137117,1
77,194702060BOS,1947,Knicks,Celtics,A,0,48,49,L,0.39862883,-1
78,194702080NYK,1947,Knicks,Huskies,H,0,69,46,W,0.67502677,23
79,194702120NYK,1947,Knicks,Capitols,H,0,76,72,W,0.37314409,4
80,194702130BOS,1947,Celtics,Bombers,H,0,64,54,W,0.45256445,10
81,194702150NYK,1947,Knicks,Rebels,H,0,84,90,L,0.61989367,-6
82,194702160CHS,1947,Celtics,Stags,A,0,77,84,L,0.18117541,-7
83,194702160DTF,1947,Knicks,Falcons,A,0,66,58,W,0.36089361,8
84,194702180CLR,1947,Celtics,Rebels,A,0,73,84,L,0.2804746,-11
85,194702190DTF,1947,Celtics,Falcons,A,0,57,51,W,0.34814423,6
86,194702190NYK,1947,Knicks,Steamrollers,H,0,62,69,L,0.63410562,-7
87,194702210NYK,1947,Knicks,Ironmen,H,0,77,49,W,0.72896463,28
88,194702210TRH,1947,Celtics,Huskies,A,0,61,67,L,0.38661969,-6
89,194702230BOS,1947,Celtics,Steamrollers,H,0,55,67,L,0.57069027,-12
90,194702230CHS,1947,Knicks,Stags,A,0,68,82,L,0.22205275,-14
91,194702240WSC,1947,Celtics,Capitols,A,0,59,83,L,0.12092489,-24
92,194702260NYK,1947,Knicks,Capitols,H,0,60,84,L,0.35211492,-24
93,194702270PRO,1947,Knicks,Steamrollers,A,0,73,65,W,0.31945342,8
94,194702280BOS,1947,Celtics,Rebels,H,0,69,62,W,0.54200822,7
95,194703010NYK,1947,Knicks,Huskies,H,0,63,48,W,0.66334957,15
96,194703010WSC,1947,Celtics,Capitols,A,0,52,75,L,0.11399204,-23
97,194703060BOS,1947,Celtics,Falcons,H,0,74,65,W,0.62940526,9
98,194703060GSW,1947,Knicks,Warriors,A,0,61,59,W,0.25293106,2
99,194703080BOS,1947,Celtics,Huskies,H,0,67,65,W,0.6337136,2
100,194703080NYK,1947,Knicks,Falcons,H,0,64,61,W,0.71366781,3
101,194703100BOS,1947,Celtics,Steamrollers,H,0,70,87,L,0.60202831,-17
102,194703120BOS,1947,Celtics,Huskies,H,0,69,57,W,0.60362273,12
103,194703130NYK,1947,Knicks,Bombers,H,0,78,74,W,0.55257595,4
104,194703130GSW,1947,Celtics,Warriors,A,0,57,81,L,0.21366906,-24
105,194703150WSC,1947,Knicks,Capitols,A,0,63,78,L,0.1311174,-15
106,194703160CLR,1947,Knicks,Rebels,A,0,81,69,W,0.36350191,12
107,194703180BOS,1947,Celtics,Rebels,H,0,58,67,L,0.56660634,-9
108,194703190CHS,1947,Knicks,Stags,A,0,65,57,W,0.22403961,8
109,194703200STB,1947,Knicks,Bombers,A,0,49,51,L,0.31069326,-2
110,194703220WSC,1947,Knicks,Capitols,A,0,68,63,W,0.14765996,5
111,194703240BOS,1947,Celtics,Stags,H,0,69,80,L,0.37431052,-11
112,194703240PIT,1947,Knicks,Ironmen,A,0,65,51,W,0.6420601,14
113,194703250CLR,1947,Celtics,Rebels,A,0,64,72,L,0.23729593,-8
114,194703260NYK,1947,Knicks,Steamrollers,H,0,91,84,W,0.72642821,7
115,194703260PIT,1947,Celtics,Ironmen,A,0,74,61,W,0.45511156,13
116,194703280TRH,1947,Knicks,Huskies,A,0,61,71,L,0.56818616,-10
117,194703290STB,1947,Celtics,Bombers,A,0,55,59,L,0.17829823,-4
118,194703300CLR,1947,Celtics,Rebels,A,0,71,66,W,0.24443334,5
119,194703300GSW,1947,Knicks,Warriors,A,0,72,76,L,0.2952379,-4
120,194704020CLR,1947,Knicks,Rebels,A,1,51,77,L,0.4187088,-26
121,194704050NYK,1947,Knicks,Rebels,H,1,86,74,W,0.65507084,12
122,194704090NYK,1947,Knicks,Rebels,H,1,93,71,W,0.67398375,22
123,194704120GSW,1947,Knicks,Warriors,A,1,70,82,L,0.27740359,-12
124,194704140NYK,1947,Knicks,Warriors,H,1,53,72,L,0.53203541,-19
125,194711130BLB,1948,Celtics,Baltimore,A,0,74,85,L,0.21549326,-11
126,194711130NYK,1948,Knicks,Capitols,H,0,80,65,W,0.46279889,15
127,194711140BOS,1948,Celtics,Warriors,H,0,74,79,L,0.38717291,-5
128,194711150BOS,1948,Celtics,Capitols,H,0,73,69,W,0.37331918,4
129,194711150NYK,1948,Knicks,Bombers,H,0,73,67,W,0.61971831,6
130,194711180BOS,1948,Celtics,Bombers,H,0,50,65,L,0.5075599,-15
131,194711180PRO,1948,Knicks,Steamrollers,A,0,87,69,W,0.43581218,18
132,194711190NYK,1948,Knicks,Stags,H,0,63,81,L,0.59676158,-18
133,194711200BLB,1948,Knicks,Baltimore,A,0,56,68,L,0.29753917,-12
134,194711200GSW,1948,Celtics,Warriors,A,0,67,57,W,0.15592438,10
135,194711210BOS,1948,Celtics,Baltimore,H,0,73,89,L,0.44916388,-16
136,194711220BOS,1948,Celtics,Steamrollers,H,0,65,62,W,0.61670661,3
137,194711220NYK,1948,Knicks,Warriors,H,0,78,83,L,0.53769147,-5
138,194711250BOS,1948,Knicks,Celtics,A,0,91,75,W,0.46318918,16
139,194711250BOS,1948,Celtics,Knicks,H,0,75,91,L,0.53681082,-16
140,194711260NYK,1948,Knicks,Celtics,H,0,63,65,L,0.76516193,-2
141,194711260NYK,1948,Celtics,Knicks,A,0,65,63,W,0.23483807,2
142,194711270GSW,1948,Knicks,Warriors,A,0,81,59,W,0.25894547,22
143,194711280BOS,1948,Celtics,Capitols,H,0,92,83,W,0.38612005,9
144,194712010NYK,1948,Knicks,Capitols,H,0,62,70,L,0.59605712,-8
145,194712020BOS,1948,Celtics,Baltimore,H,0,69,77,L,0.39789006,-8
146,194712050BOS,1948,Celtics,Steamrollers,H,0,73,69,W,0.64112777,4
147,194712060PRO,1948,Knicks,Steamrollers,A,0,114,85,W,0.50793183,29
148,194712080NYK,1948,Knicks,Bombers,H,0,71,56,W,0.61096859,15
149,194712100BOS,1948,Celtics,Knicks,H,0,75,79,L,0.46112344,-4
150,194712100BOS,1948,Knicks,Celtics,A,0,79,75,W,0.53887653,4
151,194712120BOS,1948,Celtics,Warriors,H,0,69,67,W,0.48753646,2
152,194712130BLB,1948,Knicks,Baltimore,A,0,80,66,W,0.32283622,14
153,194712150NYK,1948,Knicks,Warriors,H,0,71,74,L,0.70843905,-3
154,194712170BOS,1948,Celtics,Steamrollers,H,0,67,66,W,0.68533969,1
155,194712180GSW,1948,Knicks,Warriors,A,0,99,71,W,0.40914285,28
156,194712190BOS,1948,Celtics,Bombers,H,0,78,70,W,0.4333857,8
157,194712200NYK,1948,Celtics,Knicks,A,0,58,70,L,0.1856904,-12
158,194712200NYK,1948,Knicks,Celtics,H,0,70,58,W,0.8143096,12
159,194712230BOS,1948,Celtics,Stags,H,0,75,83,L,0.4378261,-8
160,194712230PRO,1948,Knicks,Steamrollers,A,0,58,66,L,0.6636762,-8
161,194712250NYK,1948,Knicks,Steamrollers,H,0,89,75,W,0.84261191,14
162,194712270BOS,1948,Celtics,Steamrollers,H,0,74,63,W,0.69616532,11
163,194712270NYK,1948,Knicks,Stags,H,0,70,79,L,0.65784693,-9
164,194712300BOS,1948,Celtics,Warriors,H,0,70,64,W,0.51902133,6
165,194801010STB,1948,Celtics,Bombers,A,0,48,58,L,0.22300553,-10
166,194801030NYK,1948,Knicks,Baltimore,H,0,70,79,L,0.67038107,-9
167,194801030WSC,1948,Celtics,Capitols,A,0,60,95,L,0.17950344,-35
168,194801070NYK,1948,Knicks,Stags,H,0,74,79,L,0.58586735,-5
169,194801100PRO,1948,Celtics,Steamrollers,A,0,57,70,L,0.45202166,-13
170,194801110BOS,1948,Celtics,Capitols,H,0,84,56,W,0.37515762,28
171,194801110CHS,1948,Knicks,Stags,A,0,86,99,L,0.27445889,-13
172,194801150STB,1948,Knicks,Bombers,A,0,59,55,W,0.3126201,4
173,194801160BOS,1948,Celtics,Stags,H,0,75,61,W,0.39721686,14
174,194801170WSC,1948,Knicks,Capitols,A,0,62,78,L,0.31970292,-16
175,194801180CHS,1948,Celtics,Stags,A,0,48,72,L,0.20119083,-24
176,194801190NYK,1948,Knicks,Warriors,H,0,57,63,L,0.66404158,-6
177,194801220GSW,1948,Celtics,Warriors,A,0,61,54,W,0.24284112,7
178,194801230BOS,1948,Knicks,Celtics,A,0,74,58,W,0.44852972,16
179,194801230BOS,1948,Celtics,Knicks,H,0,58,74,L,0.55147028,-16
180,194801240NYK,1948,Knicks,Baltimore,H,0,58,72,L,0.63946903,-14
181,194801250STB,1948,Celtics,Bombers,A,0,54,72,L,0.23173463,-18
182,194801270BOS,1948,Celtics,Warriors,H,0,68,77,L,0.51539445,-9
183,194801280NYK,1948,Knicks,Steamrollers,H,0,75,73,W,0.82826281,2
184,194801290GSW,1948,Knicks,Warriors,A,0,66,60,W,0.34178841,6
185,194801300BOS,1948,Celtics,Steamrollers,H,0,69,79,L,0.7384969,-10
186,194801310NYK,1948,Celtics,Knicks,A,0,64,66,L,0.21515995,-2
187,194801310NYK,1948,Knicks,Celtics,H,0,66,64,W,0.78484005,2
188,194802030PRO,1948,Knicks,Steamrollers,A,0,78,62,W,0.60789275,16
189,194802040NYK,1948,Knicks,Steamrollers,H,0,108,69,W,0.84675777,39
190,194802060BOS,1948,Celtics,Knicks,H,0,57,68,L,0.43518719,-11
191,194802060BOS,1948,Knicks,Celtics,A,0,68,57,W,0.56481278,11
192,194802080NYK,1948,Celtics,Knicks,A,0,68,80,L,0.17968363,-12
193,194802080NYK,1948,Knicks,Celtics,H,0,80,68,W,0.82031637,12
194,194802110NYK,1948,Knicks,Steamrollers,H,0,86,63,W,0.87511945,23
195,194802120BLB,1948,Knicks,Baltimore,A,0,86,96,L,0.35476142,-10
196,194802120GSW,1948,Celtics,Warriors,A,0,60,69,L,0.21051264,-9
197,194802130BOS,1948,Celtics,Steamrollers,H,0,79,73,W,0.72410536,6
198,194802140NYK,1948,Knicks,Warriors,H,0,78,47,W,0.68426418,31
199,194802140WSC,1948,Celtics,Capitols,A,0,58,72,L,0.14005119,-14
200,194802180WSC,1948,Knicks,Capitols,A,0,79,75,W,0.31093776,4
201,194802190BOS,1948,Celtics,Baltimore,H,0,76,79,L,0.38433057,-3
202,194802190CHS,1948,Knicks,Stags,A,0,74,82,L,0.39420408,-8
203,194802220BOS,1948,Celtics,Stags,H,0,77,97,L,0.3769972,-20
204,194802220STB,1948,Knicks,Bombers,A,0,71,80,L,0.37712067,-9
205,194802260STB,1948,Celtics,Bombers,A,0,92,94,L,0.1543684,-2
206,194802270CHS,1948,Celtics,Stags,A,0,83,69,W,0.14007294,14
207,194802280NYK,1948,Knicks,Baltimore,H,0,56,78,L,0.63316518,-22
208,194802290BOS,1948,Celtics,Baltimore,H,0,65,62,W,0.36611778,3
209,194803020GSW,1948,Knicks,Warriors,A,0,66,76,L,0.36371994,-10
210,194803040GSW,1948,Celtics,Warriors,A,0,62,82,L,0.2019909,-20
211,194803050BOS,1948,Celtics,Bombers,H,0,71,68,W,0.39884007,3
212,194803060BLB,1948,Celtics,Baltimore,A,0,68,81,L,0.16262132,-13
213,194803060NYK,1948,Knicks,Capitols,H,0,69,64,W,0.61245453,5
214,194803100NYK,1948,Knicks,Bombers,H,0,73,82,L,0.59926468,-9
215,194803130CHS,1948,Knicks,Stags,A,0,51,58,L,0.2788012,-7
216,194803130PRO,1948,Celtics,Steamrollers,A,0,86,64,W,0.48788637,22
217,194803160BOS,1948,Celtics,Capitols,H,0,62,76,L,0.47230643,-14
218,194803180CHS,1948,Celtics,Stags,A,0,77,72,W,0.16229796,5
219,194803180STB,1948,Knicks,Bombers,A,0,91,80,W,0.31497282,11
220,194803200WSC,1948,Knicks,Capitols,A,0,82,103,L,0.32106346,-21
221,194803270BLB,1948,Knicks,Baltimore,A,1,81,85,L,0.27520698,-4
222,194803280BOS,1948,Celtics,Stags,H,1,72,79,L,0.46298128,-7
223,194803280NYK,1948,Knicks,Baltimore,H,1,79,69,W,0.5368349,10
224,194803310BOS,1948,Celtics,Stags,H,1,81,77,W,0.44121823,4
225,194804010BLB,1948,Knicks,Baltimore,A,1,77,84,L,0.29003048,-7
226,194804020BOS,1948,Celtics,Stags,H,1,74,81,L,0.46205163,-7
227,194811030FTW,1949,Knicks,Pistons,A,0,80,76,W,0.29044098,4
228,194811040GSW,1949,Celtics,Warriors,A,0,73,94,L,0.21243238,-21
229,194811050INJ,1949,Knicks,Jets,A,0,87,71,W,0.46918911,16
230,194811070BOS,1949,Celtics,Warriors,H,0,85,77,W,0.43343505,8
231,194811090BOS,1949,Celtics,Lakers,H,0,77,55,W,0.39114109,22
232,194811090STB,1949,Knicks,Bombers,A,0,56,60,L,0.40323639,-4
233,194811110NYK,1949,Knicks,Lakers,H,0,68,77,L,0.56713724,-9
234,194811120BOS,1949,Celtics,Pistons,H,0,84,75,W,0.52914453,9
235,194811130NYK,1949,Knicks,Baltimore,H,0,91,87,W,0.59167737,4
236,194811130ROC,1949,Celtics,Kings,A,0,63,95,L,0.19079453,-32
237,194811160ROC,1949,Knicks,Kings,A,0,63,75,L,0.23547804,-12
238,194811160STB,1949,Celtics,Bombers,A,0,74,79,L,0.2876153,-5
239,194811170LAL,1949,Celtics,Lakers,A,0,74,72,W,0.19709808,2
240,194811170NYK,1949,Knicks,Capitols,H,0,62,73,L,0.56080568,-11
241,194811180BLB,1949,Knicks,Baltimore,A,0,67,55,W,0.30479956,12
242,194811190BOS,1949,Celtics,Jets,H,0,75,70,W,0.71372169,5
243,194811200NYK,1949,Knicks,Warriors,H,0,91,86,W,0.60952842,5
244,194811200WSC,1949,Celtics,Capitols,A,0,75,90,L,0.21394134,-15
245,194811230BOS,1949,Celtics,Capitols,H,0,68,71,L,0.43605581,-3
246,194811250INJ,1949,Celtics,Jets,A,0,66,81,L,0.43685383,-15
247,194811270NYK,1949,Knicks,Pistons,H,0,80,70,W,0.63669121,10
248,194811280FTW,1949,Celtics,Pistons,A,0,74,80,L,0.25868005,-6
249,194811300BOS,1949,Celtics,Lakers,H,0,84,94,L,0.37543702,-10
250,194811300PRO,1949,Knicks,Steamrollers,A,0,88,61,W,0.70978862,27
251,194812010NYK,1949,Knicks,Kings,H,0,72,73,L,0.50997746,-1
252,194812020GSW,1949,Celtics,Warriors,A,0,88,87,W,0.26893783,1
253,194812040NYK,1949,Knicks,Jets,H,0,66,63,W,0.81138194,3
254,194812040PRO,1949,Celtics,Steamrollers,A,0,70,63,W,0.6007545,7
255,194812060BOS,1949,Celtics,Kings,H,0,79,87,L,0.3577747,-8
256,194812080NYK,1949,Knicks,Steamrollers,H,0,83,74,W,0.89436513,9
257,194812090PRO,1949,Knicks,Steamrollers,A,0,74,63,W,0.73166549,11
258,194812110NYK,1949,Knicks,Baltimore,H,0,72,71,W,0.63675642,1
259,194812120FTW,1949,Knicks,Pistons,A,0,89,78,W,0.39652222,11
260,194812130BOS,1949,Celtics,Bombers,H,0,83,79,W,0.5538407,4
261,194812130INJ,1949,Knicks,Jets,A,0,80,74,W,0.58378303,6
262,194812170BOS,1949,Celtics,Baltimore,H,0,63,74,L,0.51118463,-11
263,194812170GSW,1949,Knicks,Warriors,A,0,78,87,L,0.47708243,-9
264,194812180NYK,1949,Knicks,Bombers,H,0,88,79,W,0.72567266,9
265,194812180WSC,1949,Celtics,Capitols,A,0,60,69,L,0.1572085,-9
266,194812190BOS,1949,Celtics,Knicks,H,0,77,75,W,0.44326574,2
267,194812190BOS,1949,Knicks,Celtics,A,0,75,77,L,0.55673426,-2
268,194812220NYK,1949,Knicks,Lakers,H,0,97,79,W,0.54223251,18
269,194812250NYK,1949,Knicks,Stags,H,0,64,70,L,0.68361682,-6
270,194812250GSW,1949,Celtics,Warriors,A,0,77,80,L,0.26449734,-3
271,194812260CHS,1949,Celtics,Stags,A,0,73,84,L,0.2172215,-11
272,194812280BOS,1949,Celtics,Stags,H,0,74,76,L,0.45576912,-2
273,194812290NYK,1949,Knicks,Kings,H,0,77,74,W,0.5457918,3
274,194812310BOS,1949,Celtics,Steamrollers,H,0,69,67,W,0.8137489,2
275,194901010BLB,1949,Celtics,Baltimore,A,0,67,72,L,0.22728276,-5
276,194901010NYK,1949,Knicks,Warriors,H,0,88,80,W,0.70687717,8
277,194901020CHS,1949,Knicks,Stags,A,0,79,81,L,0.37200725,-2
278,194901020FTW,1949,Celtics,Pistons,A,0,90,69,W,0.26359314,21
279,194901040BOS,1949,Celtics,Baltimore,H,0,75,69,W,0.51592326,6
280,194901040INJ,1949,Knicks,Jets,A,0,58,63,L,0.61177117,-5
281,194901070BOS,1949,Celtics,Knicks,H,0,67,69,L,0.49558738,-2
282,194901070BOS,1949,Knicks,Celtics,A,0,69,67,W,0.50441265,2
283,194901080NYK,1949,Knicks,Baltimore,H,0,81,83,L,0.64149922,-2
284,194901080PRO,1949,Celtics,Steamrollers,A,0,69,87,L,0.64074445,-18
285,194901100BOS,1949,Celtics,Capitols,H,0,83,94,L,0.40684357,-11
286,194901120NYK,1949,Celtics,Knicks,A,0,64,81,L,0.20484132,-17
287,194901120NYK,1949,Knicks,Celtics,H,0,81,64,W,0.79515868,17
288,194901140BOS,1949,Celtics,Warriors,H,0,79,104,L,0.54875588,-25
289,194901150BOS,1949,Celtics,Stags,H,0,86,94,L,0.36399826,-8
290,194901150WSC,1949,Knicks,Capitols,A,0,73,75,L,0.31878299,-2
291,194901170NYK,1949,Knicks,Bombers,H,0,71,79,L,0.76716238,-8
292,194901180BOS,1949,Celtics,Bombers,H,0,83,89,L,0.52838689,-6
293,194901200BLB,1949,Knicks,Baltimore,A,0,68,82,L,0.34376454,-14
294,194901210BOS,1949,Celtics,Stags,H,0,76,86,L,0.36448365,-10
295,194901220ROC,1949,Knicks,Kings,A,0,98,103,L,0.21159834,-5
296,194901220WSC,1949,Celtics,Capitols,A,0,64,95,L,0.14031625,-31
297,194901230NYK,1949,Knicks,Capitols,H,0,93,97,L,0.55556911,-4
298,194901250BOS,1949,Celtics,Steamrollers,H,0,54,69,L,0.76443589,-15
299,194901260NYK,1949,Knicks,Steamrollers,H,0,89,77,W,0.87392372,12
300,194901270GSW,1949,Knicks,Warriors,A,0,96,102,L,0.35379595,-6
301,194901280BOS,1949,Celtics,Capitols,H,0,91,90,W,0.29863715,1
302,194901290NYK,1949,Knicks,Warriors,H,0,73,78,L,0.62028766,-5
303,194901290PRO,1949,Celtics,Steamrollers,A,0,85,91,L,0.42039216,-6
304,194902010BOS,1949,Celtics,Kings,H,0,68,76,L,0.2130505,-8
305,194902030BLB,1949,Celtics,Baltimore,A,0,76,84,L,0.14563316,-8
306,194902040BOS,1949,Celtics,Jets,H,0,75,64,W,0.50068796,11
307,194902050WSC,1949,Knicks,Capitols,A,0,83,73,W,0.27290201,10
308,194902060NYK,1949,Knicks,Stags,H,0,75,87,L,0.57126796,-12
309,194902070BOS,1949,Celtics,Baltimore,H,0,95,83,W,0.35347697,12
310,194902090STB,1949,Knicks,Bombers,A,0,95,83,W,0.47248942,12
311,194902100LAL,1949,Knicks,Lakers,A,0,75,95,L,0.19978142,-20
312,194902110BOS,1949,Celtics,Steamrollers,H,0,94,77,W,0.69926089,17
313,194902120NYK,1949,Knicks,Pistons,H,0,85,58,W,0.71727806,27
314,194902130FTW,1949,Knicks,Pistons,A,0,73,82,L,0.474145,-9
315,194902150NYK,1949,Knicks,Bombers,H,0,79,75,W,0.75685573,4
316,194902170GSW,1949,Knicks,Warriors,A,0,82,86,L,0.33680832,-4
317,194902180BOS,1949,Celtics,Lakers,H,0,71,85,L,0.23527355,-14
318,194902190NYK,1949,Celtics,Knicks,A,0,87,77,W,0.18774223,10
319,194902190NYK,1949,Knicks,Celtics,H,0,77,87,L,0.81225777,-10
320,194902220INJ,1949,Celtics,Jets,A,0,68,74,L,0.34503096,-6
321,194902220NYK,1949,Knicks,Lakers,H,0,74,101,L,0.37865171,-27
322,194902230STB,1949,Celtics,Bombers,A,0,83,77,W,0.28949106,6
323,194902240PRO,1949,Knicks,Steamrollers,A,0,84,89,L,0.58347178,-5
324,194902250BOS,1949,Celtics,Bombers,H,0,102,83,W,0.59820211,19
325,194902260NYK,1949,Knicks,Jets,H,0,81,76,W,0.73013508,5
326,194902260ROC,1949,Celtics,Kings,A,0,59,64,L,0.093317509,-5
327,194903020NYK,1949,Knicks,Stags,H,0,81,79,W,0.47867811,2
328,194903030NYK,1949,Knicks,Steamrollers,H,0,86,65,W,0.81342918,21
329,194903040BOS,1949,Celtics,Pistons,H,0,76,70,W,0.5334484,6
330,194903050NYK,1949,Knicks,Celtics,H,0,66,61,W,0.73481774,5
331,194903050NYK,1949,Celtics,Knicks,A,0,61,66,L,0.26518226,-5
332,194903070INJ,1949,Celtics,Jets,A,0,107,86,W,0.3567701,21
333,194903080BOS,1949,Celtics,Pistons,H,0,63,60,W,0.59202081,3
334,194903090LAL,1949,Celtics,Lakers,A,0,67,74,L,0.12401116,-7
335,194903090NYK,1949,Knicks,Capitols,H,0,90,74,W,0.59650552,16
336,194903100BLB,1949,Knicks,Baltimore,A,0,99,94,W,0.36020315,5
337,194903110BOS,1949,Celtics,Warriors,H,0,108,100,W,0.51450038,8
338,194903120BLB,1949,Celtics,Baltimore,A,0,77,89,L,0.29760671,-12
339,194903120CHS,1949,Knicks,Stags,A,0,85,80,W,0.26081038,5
340,194903130LAL,1949,Knicks,Lakers,A,0,90,100,L,0.20131284,-10
341,194903150BOS,1949,Celtics,Kings,H,0,86,83,W,0.26060477,3
342,194903160BOS,1949,Celtics,Stags,H,0,82,107,L,0.45962143,-25
